name,topic,topic2
창36:6,에서 곧 에돔의 후손들,세일산으로 이주하는 에서
창36:7,에서 곧 에돔의 후손들,세일산으로 이주하는 에서
창36:8,에서 곧 에돔의 후손들,세일산으로 이주하는 에서
창36:9,에서 곧 에돔의 후손들,에서의 계보
창36:10,에서 곧 에돔의 후손들,에서의 계보
창36:11,에서 곧 에돔의 후손들,에서의 계보
창36:12,에서 곧 에돔의 후손들,에서의 계보
"창36:13,14",에서 곧 에돔의 후손들,에서의 계보
"창36:15,16,17",에서 곧 에돔의 후손들,에서 가문의 족장들
창36:18,에서 곧 에돔의 후손들,에서 가문의 족장들
창36:19,에서 곧 에돔의 후손들,에서 가문의 족장들
창36:20,에서 곧 에돔의 후손들,세일 땅의 원주민 호리 족속
창36:22,에서 곧 에돔의 후손들,세일 땅의 원주민 호리 족속
창36:24,에서 곧 에돔의 후손들,세일 땅의 원주민 호리 족속
창36:25,에서 곧 에돔의 후손들,세일 땅의 원주민 호리 족속
창36:26,에서 곧 에돔의 후손들,세일 땅의 원주민 호리 족속
창36:30,에서 곧 에돔의 후손들,세일 땅의 원주민 호리 족속
창36:31,에서 곧 에돔의 후손들,에돔 땅의 왕들
창36:32,에서 곧 에돔의 후손들,에돔 땅의 왕들
창36:33,에서 곧 에돔의 후손들,에돔 땅의 왕들
창36:34,에서 곧 에돔의 후손들,에돔 땅의 왕들
창36:35,에서 곧 에돔의 후손들,에돔 땅의 왕들
창36:37,에서 곧 에돔의 후손들,에돔 땅의 왕들
창36:39,에서 곧 에돔의 후손들,에돔 땅의 왕들
"창36:40,41,42,43",에서 곧 에돔의 후손들,에돔 종족과 그 족장들
창36:43,에서 곧 에돔의 후손들,에돔 종족과 그 족장들
창37:1,요셉의 꿈과 애굽으로 팔려간 요셉,요셉에 대한 야곱의 편애
창37:2,요셉의 꿈과 애굽으로 팔려간 요셉,요셉에 대한 야곱의 편애
창37:3,요셉의 꿈과 애굽으로 팔려간 요셉,요셉에 대한 야곱의 편애
창37:4,요셉의 꿈과 애굽으로 팔려간 요셉,요셉에 대한 야곱으 편애
창37:5,요셉의 꿈과 애굽으로 팔려간 요셉,요셉의 꿈
창37:6,요셉의 꿈과 애굽으로 팔려간 요셉,요셉의 꿈
창37:7,요셉의 꿈과 애굽으로 팔려간 요셉,요셉의 꿈
창37:8,요셉의 꿈과 애굽으로 팔려간 요셉,요셉의 꿈
창37:9,요셉의 꿈과 애굽으로 팔려간 요셉,요셉의 꿈
창37:10,요셉의 꿈과 애굽으로 팔려간 요셉,요셉의 꿈
창37:11,요셉의 꿈과 애굽으로 팔려간 요셉,요셉의 꿈
창37:12,요셉의 꿈과 애굽으로 팔려간 요셉,심부름 길을 떠난 요셉
창37:13,요셉의 꿈과 애굽으로 팔려간 요셉,심부름 길을 떠난 요셉
창37:14,요셉의 꿈과 애굽으로 팔려간 요셉,심부름 길을 떠난 요셉
창37:15,요셉의 꿈과 애굽으로 팔려간 요셉,심부름 길을 떠난 요셉
창37:16,요셉의 꿈과 애굽으로 팔려간 요셉,심부름 길을 떠난 요셉
창37:17,요셉의 꿈과 애굽으로 팔려간 요셉,심부름 길을 떠난 요셉
창37:18,요셉의 꿈과 애굽으로 팔려간 요셉,요셉 형제들의 모략
창37:19,요셉의 꿈과 애굽으로 팔려간 요셉,요셉 형제들의 모략
창37:20,요셉의 꿈과 애굽으로 팔려간 요셉,요셉 형제들의 모략
창37:21,요셉의 꿈과 애굽으로 팔려간 요셉,요셉 형제들의 모략
창37:22,요셉의 꿈과 애굽으로 팔려간 요셉,요셉 형제들의 모략
창37:23,요셉의 꿈과 애굽으로 팔려간 요셉,요셉 형제들의 모략
창37:24,요셉의 꿈과 애굽으로 팔려간 요셉,요셉 형제들의 모략
창37:25,요셉의 꿈과 애굽으로 팔려간 요셉,애굽으로 팔려 가는 요셉
"창37:26,27",요셉의 꿈과 애굽으로 팔려간 요셉,애굽으로 팔려가는 요셉
창37:28,요셉의 꿈과 애굽으로 팔려간 요셉,애굽으로 팔려가는 애굽
창37:29,요셉의 꿈과 애굽으로 팔려간 요셉,야곱의 애통
창37:30,요셉의 꿈과 애굽으로 팔려간 요셉,야곱의 애통
창37:31,요셉의 꿈과 애굽으로 팔려간 요셉,야곱의 애통
창37:32,요셉의 꿈과 애굽으로 팔려간 요셉,야곱의 애통
"창37:33,34",요셉의 꿈과 애굽으로 팔려간 요셉,야곱의 애통
창37:35,요셉의 꿈과 애굽으로 팔려간 요셉,야곱의 애통
창37:36,요셉의 꿈과 애굽으로 팔려간 요셉,야곱의 애통
창38:1,유다와 다말 사건,가나안 여인을 취한 유다
창38:2,유다와 다말 사건,가나안 여인을 취한 유다
"창38:3,4",유다와 다말 사건,가나안 여인을 취한 유다
창38:5,유다와 다말 사건,가나안 여인을 취한 유다
창38:6,유다와 다말 사건,죽임당한 유다의 두아들
창38:7,유다와 다말 사건,죽임당한 유다와의 두 아들
창38:8,유다와 다말 사건,죽임당한 유다의 두 아들
창38:9,유다와 다말 사건,죽임당한 유다의 두 아들
창38:10,유다와 다말 사건,죽임당한 유다의 두 아들
창38:11,유다와 다말 사건,죽임당한 유다의 두 아들
창38:12,유다와 다말 사건,유다의 며느리 다말의 계교
창38:13,유다와 다말 사건,유다의 며느리 다말의 계교
창38:14,유다와 다말의 사건,유다의 며느리 다말의 계교
창38:15,유다와 다말의 사건,유다의 며느리 다말의 계교
창38:16,유다와 다말 사건,유다의 며느리 다말 계교
창38:17,유다와 다말 사건,유다의 며느리 다말의 계교
창38:18,유다와 다말 사건,유다의 며느리 다말의 계교
창38:20,유다와 다말 사건,유다의 며느리 다말의 계교
"창38:21,22",유다와 다말 사건,유다의 며느리 다말의 계교
창38:23,유다와 다말 사건,유다의 며느리 다말의 계교
창38:24,유다와 다말 사건,베레스와 세라의출생
창38:25,유다와 다말 사건,베레스와 세라의 출생
창38:26,유다와 다말 사건,베레스와 세라의 출생
창38:27,유다와 다말 사건,베레스와 세라의 출생
창38:28,유다와 다말 사건,베레스와 세라의 출생
창38:29,유다와 다말 사건,베레스와 세라의 출생
"창38:29,30",유다와 다말 사건,베레스와 세라의 출생
창39:1,보디발 아내의 유혹과 요셉의 고난,보디발의 가정 총무가 된 요셉
창39:2,보디발 아내의 유혹과 요셉의 고난,보디발의 가정 총무가 된 요셉
창39:3,보디발 아내의 유혹과 요셉의 고난,보디발의 가정 총무가 된 요셉
창39:4,보디발 아내의 유혹과 요셉의 고난,보디발의 가정 총무가 된 요셉
창39:5,보디발 아내의 유혹과 요셉의 고난,보디발의 가정 총무가 된 요셉
창39:6,보디발 아내의 유혹과 요셉의 고난,보디발의 가정 총무가 된 요셉
창39:7,보디발 아내의 유혹과 요셉의 고난,보디발 아내의 유혹
"창39:8,9",보디발 아내의 유혹과 요셉의 고난,보디발 아내의 유혹
창39:10,보디발 아내의 유혹과 요셉의 고난,보디발 아내의 유혹
창39:11,보디발 아내의 유혹과 요셉의 고난,보디발 아내의 유혹
창39:12,보디발 아내의 유혹과 요셉의 고난,보디발 아내의 유혹
창39:13,보디발 아내의 유호과 요셉의 고난,보디발 아내의 유혹
창39:14,보디발 아내의 유혹과 요셉의 고난,누명을 쓴 요셉
창39:16,보디발 아내의 유혹과 요셉의 고난,누명을 쓴 요셉
창39:17,보디발 아내의 유혹과 요셉의 고난,누명을 쓴 요셉
"창39:18,19",보디발의 아내의 유혹과 요셉의 고난,누명을 쓴 요셉
창39:20,보디발의 아내의 유혹과 요셉의 고난,요셉의 옥중 생활
창39:21,보디발의 아내의 유혹과 요셉의 고난,요셉의 옥중 생활
창39:22,보디발 아내의 유혹과 요셉의 고난,누명을 쓴 요셉
창39:23,보디발 아내의 유혹과 요셉의 고난,요세의 옥중 생활
"창40:1,2",바로의 두 관원장과 요셉의 꿈 해석,바로의 두 관원장
창40:3,바로의 두 관원장과 요셉의 꿈 해석,바로의 두 관원장
창40:4,바로의 두 관원장과 요셉의 꿈 해석,바로의 두 관원장
창40:5,바로의 두 관원장과 요셉의 꿈 해석,두 관원장의 꿈
창40:6,바로의 두 관원장과 요셉의 꿈 해석,두 관원장의 꿈
창40:7,바로의 두 관원장과 요셉의 꿈 해석,두 관원장의 꿈
창40:8,바로의 두 관원장과 요셉의 꿈 해석,두 관원장의 꿈
창40:9,바로의 두 관원장과 요셉의 꿈 해석,술 맡은 관원장의 길몽
창40:10,바로의 두 관원장과 요셉의 꿈 해석,술 맡은 관원장의 길몽
창40:11,바로의 두 관원장과 요셉의 꿈 해석,술 맡은 관원장의 길몽
창40:12,바로의 두 관원장과 요셉의 꿈 해석,술 맡은 관원장의 길몽
창40:13,바로의 두 관원장과 요셉의 꿈 해석,술 맡은 관원장의 길몽
창40:14,바로의 두 관원장과 요셉의 꿈 해석,술 맡은 관원장의 길몽
창40:15,바로의 두 관원장과 요셉의 꿈 해석,술 맡은 관원장의 길몽
창40:16,바로의 두 관원장과 요셉의 꿈 해석,떡 맡은 관원장의 흉몽
창40:17,바로의 두 관원장과 요셉의 꿈해석,떡 맡은 관원장의 흉몽
"창40:18,19",바로의 두 관원장과 요셉의 꿈 해석,떡 맡은 관원장의 흉몽
창40:20,바로의 두 관원장과 요셉의 꿈 해석,성취된 꿈 해석
창40:21,바로의 두 관원장과 요셉의 꿈 해석,성취된 꿈 해석
창40:22,바로의 두 관원장과 요셉의 꿈 해석,성취된 꿈 해석
창40:23,바로의 두 관원장과 요셉의 꿈 해석,성취된 꿈 해석
창41:1,바로의 꿈과 애굽 총리가 된 요셉,바로의 꿈
창41:2,바로의 꿈과 애굽 총리가 된 요셉,바로의 꿈
창41:3,바로의 꿈과 애굽 총리가 된 요셉,바로의 꿈
창41:4,바로의 꿈과 애굽 총리가 된 요셉,바로의 꿈
창41:5,바로의 꿈과 애굽 총리가 된 요셉,바로의 꿈
창41:6,바로의 꿈과 애굽 총리가 된 요셉,바로의 꿈
창41:7,바로의 꿈과 애굽 총리가 된 요셉,바로의 꿈
창41:8,바로의 꿈과 애굽 총리가 된 요셉,바로의 꿈
창41:9,바로의 꿈과 애굽 총리가 된 요셉,요셉을 기억 하는 술 관원장
"창41:10,11",바로의 꿈과 애굽 총리가 된 요셉,요셉을 기억 하는 술 관원장
창41:13,바로의 꿈과 애굽 총리가 된 요셉,요셉을 기억하는 술 관원장
창41:14,바로의 꿈과 애굽 총리가 된 요셉,바로 앞에 선 요셉
창41:15,바로의 꿈과 애굽 총리가 된 요셉,바로 앞에 선 요셉
창41:16,바로의 꿈과 애굽 총리가 된 요셉,바로 앞에 선 요셉
창41:17-24,바로의 꿈과 애굽 총리가 된 요셉,바로 앞에 선 요셉
창41:21,바로의 꿈과 애굽 총리가 된 요셉,바로 앞에 선 요셉
창41:23,바로의 꿈과 애굽 총리가 된 요셉,바로 앞에 선 요셉
창41:25,바로의 꿈과 애굽 총리가 된 요셉,요셉의 해몽
"창41:26,27",바로의 꿈과 애굽 총리가 된 요셉,요셉의 해몽
창41:28,바로의 꿈과 애굽 총리가 된 요셉,요셉의 해몽
"창41:29,30",바로의 꿈과 애굽 총리가 된 요셉,요셉의 해몽
창41:32,바로의 꿈과 애굽 총리가 된 요셉,요셉의 해몽
창41:33,바로의 꿈과 애굽 총리가 된 요셉,요셉의 해몽
창41:34,바로의 꿈과 애굽 총리가 된 요셉,요셉의 해몽
창41:36,바로의 꿈과 애굽 총리가 된 요셉,요셉의 해몽
창41:37,바로의 꿈과 애굽 총리가 된 요셉,애굽 총리가 된 요셉
창41:38,바로의 꿈과 애굽 총리가 된 요셉,애굽 총리가 된 요셉
창41:39,바로의 꿈과 애굽 총리가 된 요셉,애굽 총리가 된 요셉
창41:40,바로의 꿈과 애굽 총리가 된 요셉,애굽 총리가 된 요셉
창41:41,바로의 꿈과 애굽 총리가 된 요셉,애굽 총리가 된 요셉
창41:42,바로의 꿈과 애굽 총리가 된 요셉,애굽 총리가 된 요셉
창41:43,바로의 꿈과 애굽 총리가 된 요셉,애굽 총리가 된 요셉
창41:44,바로의 꿈과 애굽 총리가 된 요셉,애굽 총리가 된 요셉
창41:45,바로의 꿈과 애굽 총리가 된 요셉,애굽 총리가 된 요셉
창41:46,바로의 꿈과 애굽 총리가 된 요셉,요셉의 득남(得男)
창41:47,바로의 꿈과 애굽 총리가 된 요셉,요셉의 득남 (得男)
창41:48,바로의 꿈과 애굽 총리가 된 요셉,요셉의 득남(得男)
창41:49,바로의 꿈과 애굽 총리가 된 요셉,요셉의 득남(得男)
"창41:50,51",바로의 꿈과 애굽 총리가 된 요셉,요셉의 득남(得男)
창41:52,바로의 꿈과 애굽 총리가 된 요셉,요셉의 득남(得男)
"창41:53,54",바로의 꿈과 애굽 총리가 된 요셉,7년 대흉년의 시작
창41:57,바로의 꿈과 애굽 총리가 된 요셉,7년 대흉년의 시작
창42:1,곡식을 구하러 온 요셉의 형제들,양식을 구하러 온 요셉의 형들
창42:2,곡식을 구하러 온 요셉의 형제들,양식을 구하러 온 요셉의 형제들
"창42:3,4",곡식을 구하러 온 요셉의 형제들,양식을 구하러 온 요셉의 형들
창42:5,곡식을 구하러 온 요셉의 형제들,양식을 구하러 온 요셉의 형들
창42:6,곡식을 구하러 온 요셉의 형제들,형들을 시험하는 요셉
창42:7,곡식을 구하러 온 요셉의 형제들,형들을 시험하는 요셉
창42:8,곡식을 구하러온 요셉의 형제들,형들을 시험하는 요셉
창42:10,곡식을 구하러 온 요셉의 형제들,형들을 시험하는 요셉
창42:11,곡식을 구하러 온 요셉의 형제들,형들을 시험하는 요셉
창42:12,곡식을 구하러 온 요셉의 형제들,형들을 시험하는 요셉
창42:13,곡식을 구하러 온 요셉의 형제들,형들을 시험하는 요셉
창42:15,곡식을 구하러 온 요셉의 형제들,형들을 시험하는 요셉
창42:17,곡식을 구하러 온 요셉의 형제들,형들을 시험하는 요셉
창42:18,곡식을 구하러 온 요셉의 형제들,억류된 시므온
창42:19,곡식을 구하러 온 요셉의 형제들,억류된 시므온
창42:20,곡식을 구하러 온 요셉의 형제들,억류된 시므온
창42:21,곡식을 구하러 온 요셉의 형제들,억류된 시므온
창42:22,곡식을 구하러 온 요셉의 형제들,억류된 시므온
창42:23,곡식을 구하러 온 요셉의 형제들,억류된 시므온
창42:24,곡식을 구하러 온 요셉의 형제들,억류된 시므온
창42:25,곡식을 구하러 온 요셉의 형제들,억류된 시므온
"창42:26,27",곡식을 구하러 온 요셉의 형제들,가나안으로 귀향한 형제들
창42:28,곡식을 구하러 온 요셉의 형제들,가나안으로 귀향한 형제들
창42:29,곡식을 구하러 온 요셉의 형제들,가나안으로 귀향한 형제들
창42:30,곡식을 구하러 온 요셉의 형제들,가나안으로 귀향한 형제들
창42:33,곡식을 구하러 온 요셉의 형제들,가나안으로 귀향한 형제들
창42:34,곡식을 구하러 온 요셉의 형제들,가나안으로 귀향한 형제들
창42:35,곡식을 구하러 온 요셉의 형제들,가나안으로 귀향한 형제들
창42:36,곡식을 구하러 온 요셉의 형제들,야곱의 근심
창42:37,곡식을 구하러 온 요셉의 형제들,야곱의 근심
창42:38,곡식을 구하러 온 요셉의 형제들,야곱의 근심
창43:1,요셉 형제들의 두번째 애굽 방문,유다의 설득
창43:3,요셉 형제들의 두번째 애굽 방문,유다의 설득
창43:6,요셉 형제들의 두번째 애굽 방문,유다의 설득
창43:7,요셉 형제들의 두번째 애굽 방문,유다의 설득
창43:8,요셉 형제들의 두번째 애굽 방문,유다의 설득
창43:9,요셉 형제들의 두번째 애굽 방문,유다의 설득
창43:10,요셉 형제들의 두번째 애굽 방문,유다의 설득
창43:11,요셉 형제들의 두번째 애굽 방문,야곱의 결단
창43:12,요셉 형제들의 두번째 애굽 방문,야곱의 결단
창43:14,요셉 형제들의 두번째 애굽 방문,야곱의 결단
창43:15,요셉 형제들의 두번째 애굽 방문,야곱의 결단
창43:16,요셉 형제들의 두번째 애굽 방문,요셉의 집으로 인도된 형제들
창43:18,요셉 형제들의 두번째 애굽 방문,요셉의 집으로 인도된 형제들
창43:21,요셉 형제들의 두번째 애굽 방문,요셉의 집으로 인도된 형제들
창43:23,요셉 형제들의 두번째 애굽 방문,요셉의 집으로 인도된 형제들
창43:24,요셉 형제들의 두번째 애굽 방문,요셉의 집으로 인도된 형제들
창43:25,요셉 형제들의 두번째 애굽 방문,요셉의 만감(萬感)
창43:26,요셉 형제들의 두번째 애굽 방문,요셉의 만감(萬感)
창43:27,요셉 형제들의 두번째 애굽 방문,요셉의 만감(萬感)
창43:28,요셉 형제들의 두번째 애굽 방문,요셉의 만감(萬感)
창43:29,요셉 형제들의 두번째 애굽 방문,요셉의 만감(萬感)
창43:30,요셉 형제들의 두번째 애굽 방문,요셉의 만감(萬感)
창43:32,요셉 형제들의 두번째 애굽 방문,형제들과의 식사
창43:33,요셉 형제들의 두번째 애굽 방문,형제들과의 식사
창43:34,요셉 형제들의 두번째 애굽 방문,형제들과의 식사
창44:1,요셉의 은잔 시험과 유다의 탄원,형제들에 대한 재시험
창44:2,요셉의 은잔 시험과 유다의 탄원,형제들에 대한 재시험
창44:3,요셉의 은잔 시험과 유다의 탄원,형제들에 대한 재시험
창44:4,요셉의 은잔 시험과 유다의 탄원,수색당하는 형제들
창44:5,요셉의 은잔 시험과 유다의 탄원,수색당하는 형제들
창44:6,요셉의 은잔 시험과 유다의 탄원,수색당하는 형제들
창44:7,요셉의 은잔 시험과 유다의 탄원,수색당하는 형제들
창44:9,요셉의 은잔 시험과 유다의 탄원,수색당하는 형제들
창44:10,요셉의 은잔 시험과 유다의 탄원,수색당하는 형제들
창44:12,요셉의 은잔 시험과 유다의 탄원,수색당하는 형제들
창44:13,요셉의 은잔 시험과 유다의 탄원,수색당하는 형제들
창44:14,요셉의 은잔 시험과 유다의 탄원,베냐민 억류 명령
창44:15,요셉의 은잔 시험과 유다의 탄원,베냐민 억류 명령
창44:16,요셉의 은잔 시험과 유다의 탄원,베냐민 억류 명령
창44:17,요셉의 은잔 시험과 유다의 탄원,베냐민 억류 명령
창44:18,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창44:20,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창44:22,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창44:23,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창44:24,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창44:27,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창44:28,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창44:29,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창44:30,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창44:32,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창44:33,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창44:34,요셉의 은잔 시험과 유다의 탄원,유다의 간절한 호소
창45:1,자신의 신분을 밝히는 요셉,자신의 정체를 밝힌 요셉
창45:2,자신의 신분을 밝히는 요셉,자신의 정체를 밝힌 요셉
창45:3,자신의 신분을 밝히는 요셉,자신의 정체를 밝힌 요셉
창45:4,자신의 신분을 밝히는 요셉,형들에 대한 요셉의 용서와 위로
창45:5,자신의 신분을 밝히는 요셉,형들에 대한 요셉의 용서와 위로
창45:6,자신의 신분을 밝히는 요셉,형들에 대한 요셉의 용서와 위로
창45:7,자신의 신분을 밝히는 요셉,형들에 대한 요셉의 용서와 위로
창45:8,자신의 신분을 밝히는 요셉,형들에 대한 요셉의 용서와 위로
창45:9,자신의 신분을 밝히는 요셉,부친 야곱을 모시기 원하는 요셉
창45:10,자신의 신분을 밝히는 요셉,부친 야곱을 모시기 원하는 요셉
창45:11,자신의 신분을 밝히는 요셉,부친 야곱을 모시기 원하는 요셉
창45:12,자신의 신분을 밝히는 요셉,부친 야곱을 모시기 원하는 요셉
창45:13,자신의 신분을 밝히는 요셉,부친 야곱을 모시기 원하는 요셉
창45:14,자신의 신분을 밝히는 요셉,부친 야곱을 모시기 원하는 요셉
창45:15,자신의 신분을 밝히는 요셉,부친 야곱을 모시기 원하는 요셉
창45:16,자신의 신분을 밝히는 요셉,요셉 가족에 대한 바로의 환대
창45:18,자신의 신분을 밝히는 요셉,요셉 가족에 대한 바로의 환대
창45:19,자신의 신분을 밝히는 요셉,요셉 가족에 대한 바로의 환대
"창45:21,22",자신의 신분을 밝히는 요셉,형제들의 귀향과 보고
창45:24,자신의 신분을 밝히는 요셉,형제들의 귀향과 보고
창45:26,자신의 신분을 밝히는 요셉,형제들의 귀향과 보고
창45:27,자신의 신분을 밝히는 요셉,형제들의 귀향과 보고
창45:28,자신의 신분을 밝히는 요셉,형제들의 귀향과 보고
창46:1,야곱 가족의 애굽이주,야곱에게 임한 하나님의 계시
창46:2,야곱 가족의 애굽이주,야곱을 향한 하나님의 계시
창46:3,야곱 가족의 애굽이주,야곱에게 임한 하나님의 계시
창46:4,야곱 가족의 애곱 이주,야곱에게 임한 하나님의 계시
창46:5,야곱 가족의 애굽 이주,애굽으로 이주하는 야곱 가족
"창46:6,7",야곱 가족의 애굽 이주,애굽으로 이주하는 야곱 가족
창46:8-27,야곱 가족의 애굽 이주,애굽에 당도한 야곱 가족의 명단
창46:9,야곱 가족의 애굽이주,애굽에 당도한 야곱 가족의 명단
창46:10,야곱 가족의 애굽 이주,애굽에 당도한 야곱 가족의 명단
창46:12,야곱 가족의 애굽 이주,애굽에 당도한 야곱 가족의 명단
창46:13,야곱 가족의 애굽 이주,애굽에 당도한 야곱 가족의 명단
창46:15,야곱 가족의 애굽 이주,애굽에 당도한 야곱 가족의 명단
창46:17,야곱 가족의 애굽 이주,애굽에 당도한 야곱 가족의 명단
창46:20,야곱 가족의 야굽 이주,애굽에 당도한 야곱 가족의 명단
창46:23,야곱 가족의 애굽 이주,애굽에 당도한 야곱 가족의 명단
"창46:26,27",야곱 가족의 애굽 이주,애굽에 당도한 야곱 가족의 명단
창46:28,야곱 가족의 애굽 이주,야곱과 요셉의 재회
창46:29,야곱 가족의 애굽 이주,야곱과 요셉의 재회
창46:30,야곱 가족의 애굽 이주,야곱과 요셉의 재회
창46:31,야곱 가족의 애굽 이주,야곱과 요셉의 재회
창46:32,야곱 가족의 애굽 이주,야곱과 요셉의 재회
"창47:1,2",애굽에 정착한 하나님의 선민,바로 앞에 선 요셉 형제들
창47:3,애굽에 정착한 하나님의 선민,바로 앞에 선 요셉 형제들
창47:4,애굽에 정착한 하나님의 선민,바로 앞에 선 요셉 형제들
창47:6,애굽에 정착한 하나님의 선민,바로 앞에 선 요셉 형제들
창47:7,애굽에 정착한 하나님의 선민,바로 앞에 선 야곱
창47:9,애굽에 정착한 하나님의 선민,바로 앞에 선 야곱
창47:10,애굽에 정착한 하나님의 선민,바로 앞에 선 야곱
창47:12,애굽에 정착한 하나님의 선민,가족을 공궤하는 요셉
창47:13,애굽에 정착한 하나님의 선민,심화되는 대기근
창47:14,애굽에 정착한 하나님의 선민,심화되는 대기근
창47:15,애굽에 정착한 하나님의 선민,심화되는 대기근
창47:16,애굽에 정착한 하나님의 선민,심화되는 대기근
창47:18,애굽에 정착한 하나님의 선민,심화되는 대기근
창47:19,애굽에 정착한 하나님의 선민,심화되는 대기근
창47:20,애굽에 정착한 하나님의 선민,요셉이 세운 토지법
창47:21,애굽에 정착한 하나님의 선민,요셉이 세운 토지법
창47:22,애굽에 정착한 하나님의 선민,요셉이 세운 토지법
창47:23,애굽에 정착한 하나님의 선민,요셉이 세운 토지법
창47:24,애굽에 정착한 하나님의 선민,요셉이 세운 토지법
창47:25,애굽에 정착한 하나님의 선민,요셉이 세운 토지법
창47:26,애굽에 정착한 하나님의 선민,요셉이 세운 토지법
창47:27,애굽에 정착한 하나님의 선민,야곱의 유언
창47:28,애굽에 정착한 하나님의 선민,야곱의 유언
창47:29,애굽에 정착한 하나님의 선민,야곱의 유언
창47:30,애굽에 정착한 하나님의 선민,야곱의 유언
창47:31,애굽에 정착한 하나님의 선민,야곱의 유언
창48:1,요셉의 두 아들을 축복하는 야곱,전승되는 가나안 언약
창48:2,요셉의 두 아들을 축복하는 야곱,전승되는 가나안 언약
창48:3,요셉의 두 아들을 축복하는 야곱,전승되는 가나안 언약
창48:4,요셉의 두 아들을 축복하는 야곱,전승되는 가나안 언약
창48:5,요셉의 두 아들을 축복하는 야곱,전승되는 가나안 언약
창48:6,요셉의 두 아들을 축복하는 야곱,전승되는 가나안 언약
창48:7,요셉의 두 아들을 축복하는 야곱,전승되는 가나안 언약
창48:8,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축복
창48:9,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축북
창48:10,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축복
창48:11,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축복
창48:12,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축복
창48:13,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축복
창48:14,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축복
창48:15,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축복
창48:16,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축복
창48:17,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축복
창48:19,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축복
창48:20,요셉의 두 아들을 축복하는 야곱,에브라임과 므낫세에 대한 축복
창48:21,요셉의 두 아들을 축복하는 야곱,요셉의 분깃
창48:22,요셉의 두 아들을 축복하는 야곱,요셉의 분깃
창49:1,열 두 아들에 대한 야곱의 예언,르우벤 지파에 대한 예언
창49:2,열 두 아들에 대한 야곱의 예언,르우벤 지파에 대한 예언
"창49:3,4",열 두 아들에 대한 야곱의 예언,르우벤 지파에 대한 예언
창49:5,열 두 아들에 대한 야곱의 예언,시므온과 레위 지파에 대한 예언
창49:6,열 두 아들에 대한 야곱의 예언,시므온과 레위 지파에 대한 예언
창49:7,열 두 아들에 대한 야곱의 예언,시므온과 레위 지파에 대한 예언
창49:8,열 두 아들에 대한 야곱의 예언,유다 지파에 대한 유언
창49:9,열 두 아들에 대한 야곱의 예언,유다 지파에 대한 유언
창49:10,열 두 아들에 대한 야곱의 예언,유다 지파에 대한 유언
"창49:11,12",열 두 아들에 대한 야곱의 예언,유다 지파에 대한 유언
창49:13,열 두 아들에 대한 야곱의 예언,스불론과 잇사갈 지파에 대한 예언
창49:14,열 두 아들에 대한 야곱의 예언,스불론과 잇사갈 지파에 대한 예언
창49:15,열 두 아들에 대한 야곱의 예언,스불론과 잇사갈 지파에 대한 예언
창49:16,열 두 아들에 대한 야곱의 예언,단과 갓 지파에 대한 예언
창49:17,열 두 아들에 대한 야곱의 예언,단과 갓 지파에 대한 예언
창49:18,열 두 아들에 대한 야곱의 예언,단과 갓 지파에 대한 예언
창49:19,열 두 아들에 대한 야곱의 예언,단과 갓 지파에 대한 예언
창49:20,열 두 아들에 대한 야곱의 예언,아셀과 납달리 지파에 대한 예언
창49:21,열 두 아들에 대한 야곱의 예언,아셀과 납달리 지파에 대한 예언
창49:22,열 두 아들에 대한 야곱의 예언,요셉 자손에 대한 예언
창49:23,열 두 아들에 대한 야곱의 예언,요셉 자손에 대한 예언
창49:24,열 두 아들에 대한 야곱의 예언,요셉 자손에 대한 예언
창49:25,열 두 아들에 대한 야곱의 예언,요셉 자손에 대한 예언
창49:26,열 두 아들에 대한 야곱의 예언,요셉 자손에 대한 예언
창49:27,열 두 아들에 대한 야곱의 예언,베냐민 지파에 대한 예언
창49:28,열 두 아들에 대한 야곱의 예언,베냐민 지파에 대한 예언
창49:29,열 두 아들에 대한 야곱의 예언,야곱의 죽음
